Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Code,Region,RegionArea,RegionAreaOrder,RegionIdentifier,RegionIdentifierType,Country,MeetingType,MeetingTypeNamespace,ScrapedDetails
61cffdea-6ee9-560b-920f-70ba152a4305,Inverkeithing,,,KY11 1LW,56.029211,-3.399488,Saint Peter In Chains,28 Hope St,overhear.ended.example,Thursday,False,True,False,True,1st Thur each mnth 'open'.,,,16793,Fife,East of Scotland,11,100,Intergroup,Scotland,Alcoholics Anonymous,AA,True
8fd97ef5-7035-5af7-841f-44ec1d4804e8,Lavenham Lunchtime,,,CO10 9QT,52.106681,0.794465,Lavenham Village Hall,Church St,pronouns.prestige.rehearsal,Tuesday,False,False,False,False,,,,17879,South East Anglian,Eastern,2,39,Intergroup,England,Alcoholics Anonymous,AA,True
ec2c29bb-af54-5fcf-960f-d317ce0c48f6,Lye,,,DY9 8BQ,52.463514,-2.115167,Atlantic House,Dudley Rd,grit.strain.stove,Monday,False,True,True,True,All mtgs 'open'.,,Chit system available. No mtgs held on Bank Holidays.,13068,Black Country,Midlands,3,72,Intergroup,England,Alcoholics Anonymous,AA,True
22433965-cb40-57ba-a4ae-3fa681c4f87f,One Day At A Time Big Book Study Online,,,,39.5152784,-9.1179465,Hosted From Sao Martinho Do Porto,Portugal ID: 196406401 PW: Promises,swats.lingers.overcoming,Wednesday,False,False,False,False,,,,16924,,,0,,,England,Alcoholics Anonymous,AA,True
032e81b6-72f2-523c-ba59-5fd69cec57f6,Romford Serenity,,,RM7 0PH,51.564977,0.184353,YMCA,Rush Green Rd,brands.stay.avoid,Saturday,False,True,False,True,All mtgs 'open'.,,,12816,North Thames,Eastern,2,37,Intergroup,England,Alcoholics Anonymous,AA,True
6641510f-17e0-54da-baf0-645305be9072,Rutherglen,,,G73 1JQ,55.829668,-4.223405,Rutherglen West & Wardlawhill Church,1 Weston Ave,mimic.meals.danger,Tuesday,False,True,False,True,All mtgs 'open'.,,,10548,Glasgow East,Glasgow,14,101,Intergroup,Scotland,Alcoholics Anonymous,AA,True
2b41758c-a01d-5b51-a6fa-bd51a0e3119a,Southampton Step,,1hr 30mins,SO15 5LG,50.922934,-1.432295,Shirley Baptist Church,"Keeble Centre,Church St",stir.hunter.locate,Thursday,False,False,False,False,,,,8535,Solent,South East,6,48,Intergroup,England,Alcoholics Anonymous,AA,True
86ec2fac-aab1-5aec-93e5-18cd29635ba0,Stansted Womens Mixed Topic,,,CM24 8AQ,51.903373,0.194756,Stansted Day Centre,"Crafton Green House,Stansted Mountfitchet",bulldozer.vacancies.flamingo,Sunday,False,True,False,False,,,,16186,East Herts or West Essex,Eastern,2,40,Intergroup,England,Alcoholics Anonymous,AA,True
69874099-f02b-5229-9a1a-1fece48867e0,Sunderland Unity Newcomers,,,SR4 7TP,54.902214,-1.410327,B Level Seminar Room (Physio),"Sunderland Royal Hospital,Kayl Rd",saints.gently.wisdom,Thursday,False,False,True,True,All mtgs 'open'.,,,18035,Tyne and Northumbria,North East,5,68,Intergroup,England,Alcoholics Anonymous,AA,True
9d2cef6d-f64e-5529-81d7-a8522694fe8a,Sutton Inspire Newcomers,13:00,1hr 30mins,SM2 5JG,0,0,Inspire,"Orion House,19 Cedar Rd",prosecuted.amplification.showings,Wednesday,False,True,False,False,,,,18032,London Croydon Epsom and Sutton,London (South),8,75,Intergroup,England,Alcoholics Anonymous,AA,True
049f83ed-b183-595b-9c53-df464c92c3ac,C.A Mayo,,,,0,0,"Zoom Link: Click Here

Meeting ID: 514 870 6928
Passcode: Mayoca","Zoom Link: Click Here

Meeting ID: 514 870 6928
Passcode: Mayoca",prosecuted.amplification.showings,Saturday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
7b82fc66-c5e2-5e19-a444-82f6db827441,C.A Ushers Street,,,,53.3446739,-6.2842592,Robert Emmet Building,"Ushers Street, Oliver Bond, Dublin 8",junior.unfair.regard,Wednesday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
be970700-3d3a-55d9-ad91-29b402138549,C.A. Ayrfield,,,,53.3966288,-6.1823331,Ayrfield Church,"Blunden Dr, Ayrfield, Dublin 13",swing.foods.gift,Thursday,False,False,False,False,,Step Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
56f6963a-9656-52d5-9b76-564e1ce95ab5,C.A. Bachelor's Walk,13:00,,,0,0,"Zoom Link: Click Here

Access Code: 733 233 3432

Passcode: Cabachelor","Zoom Link: Click Here

Access Code: 733 233 3432

Passcode: Cabachelor",prosecuted.amplification.showings,Monday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
a8dfc078-f395-5feb-93b7-cc01a2c2a932,C.A. Bachelor's Walk,13:00,,,0,0,"Zoom Link: Click Here

Access Code: 733 233 3432

Passcode: Cabachelor","Zoom Link: Click Here

Access Code: 733 233 3432

Passcode: Cabachelor",prosecuted.amplification.showings,Tuesday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
992819c7-a47a-5659-ba6d-40febc23b5e9,C.A. Bachelor's Walk,13:00,,,0,0,"Zoom Link: Click Here

Access Code: 733 233 3432

Passcode: Cabachelor","Zoom Link: Click Here

Access Code: 733 233 3432

Passcode: Cabachelor",prosecuted.amplification.showings,Wednesday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
b197477a-3f66-5a12-9641-6b60c8a5ce18,C.A. Bachelor's Walk,13:00,,,0,0,"Zoom Link: Click Here

Access Code: 733 233 3432

Passcode: Cabachelor","Zoom Link: Click Here

Access Code: 733 233 3432

Passcode: Cabachelor",prosecuted.amplification.showings,Thursday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
f81273bf-505c-535e-b8e0-cb8d4ba44845,C.A. Bachelor's Walk,13:00,,,0,0,"Zoom Link: Click Here

Access Code: 733 233 3432

Passcode: Cabachelor","Zoom Link: Click Here

Access Code: 733 233 3432

Passcode: Cabachelor",prosecuted.amplification.showings,Friday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
33345761-d144-5620-9208-19880d6df7c9,C.A. Donegal/Derry,18:30,,,0,0,"Zoom Link: Click Here

Meeting ID: 969 1869 8108
Passcode: 316387","Zoom Link: Click Here

Meeting ID: 969 1869 8108
Passcode: 316387",prosecuted.amplification.showings,Monday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
dfec0d03-96ab-5788-a8a2-ff660e7b2fd8,C.A. Irish Common Solution,19:00,,,0,0,"Zoom Link: Click Here

Meeting Id:  6559852818","Zoom Link: Click Here

Meeting Id:  6559852818",prosecuted.amplification.showings,Tuesday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
6c02836c-5e59-56f1-a1b4-63a732caf878,C.A. Irish Common Solution,19:00,,,0,0,"Zoom Link: Click Here

Meeting Id:  6559852818","Zoom Link: Click Here

Meeting Id:  6559852818",prosecuted.amplification.showings,Thursday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
247ec3b1-94e0-5b4c-ab86-f87f131bc67c,C.A. Irish Common Solution,21:00,,,0,0,"Zoom Link: Click Here

Meeting Id:  6559852818","Zoom Link: Click Here

Meeting Id:  6559852818",prosecuted.amplification.showings,Friday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
1c62c3d4-ed3b-5ebf-a4b5-21df43c890b8,C.A. Kildare,20:00,,,0,0,"Zoom Link: Click Here

Meeting ID: 864 201 194
Password: 022989","Zoom Link: Click Here

Meeting ID: 864 201 194
Password: 022989",prosecuted.amplification.showings,Tuesday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
0e843b29-ac41-5840-9177-6980c26b2e80,C.A. Meditation,11:00,,,0,0,"Zoom Link: Click Here

Meeting ID: 872 1880 0108
Passcode: 836147","Zoom Link: Click Here

Meeting ID: 872 1880 0108
Passcode: 836147",prosecuted.amplification.showings,Sunday,False,False,False,False,,Meditation Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
a9269fbc-5178-5a6b-a4c7-2f58d9863701,C.A. Newbridge,20:00,,W12E 621,0,0,ARAS,"Main St, Newbridge,",prosecuted.amplification.showings,Tuesday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
4333c74a-e322-5725-aa47-d3b79639a743,C.A. Newbridge,20:00,,W12E 621,0,0,ARAS,"Main St, Newbridge,",prosecuted.amplification.showings,Friday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
9aa45aea-45e4-5287-8771-811a38b4d25d,C.A. Through The Archway,19:00,,,0,0,"Zoom Link: Click Here

Meeting Id: 999 636 5438","Zoom Link: Click Here

Meeting Id: 999 636 5438",prosecuted.amplification.showings,Sunday,False,False,False,False,,Step Study Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
f044e135-7436-548c-b0cd-4cf14d4fe08d,C.A. Thus We Grow (Dublin),20:00,,US0 5WE,0,0,"Join Zoom Meeting
Https://Us05web.Zoom.Us/J/87218800108?Pwd=Dvpcb0rnq28znjdimc95r0g5bwc1zz09

Meeting ID: 872 1880 0108
Passcode: 836147","Join Zoom Meeting
Https://B.Zoom.Us/J/87218800108?Pwd=Dvpcb0rnq28znjdimc95r0g5bwc1zz09

Meeting ID: 872 1880 0108
Passcode: 836147",prosecuted.amplification.showings,Sunday,False,False,False,False,,Beginners / Newcomers Meeting,,,All,UK,0,All,Region,Ireland,Cocaine Anonymous,CA,False
f134bf50-16ea-5558-a6fd-8b0d528a0998,Inspire,18:15,1hr,SM2 5JG,0,0,Inspire,"Orion House,19 Cedar Rd",palms.member.share,Tuesday,False,False,False,False,,In-person,"This is an open H&I meeting - please note that there is no parking onsite and members are not permitted to use the on-site parking area.""",inspire,Surrey,UK,0,surrey,Region,England,Cocaine Anonymous,CA,True
