Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Code,Region,RegionArea,RegionAreaOrder,RegionIdentifier,RegionIdentifierType,Country,MeetingType,MeetingTypeNamespace,ScrapedDetails
b9f04ee7-1d7b-5ff9-b9fb-ff14a338d5b5,Withington,,,M20 4AW,53.432061,-2.228014,St Paul's Church,"491 Wilmslow Rd, Withington",,Thursday,False,True,False,False,,,,328/,Manchester,UK,0,Manchester,City,England,Alcoholics Anonymous,AA,False
24cc633b-46ff-5ec4-9798-343b2777183b,Bearsden Acceptance Is The Answer,18:30,"1hr ",RY29,0,0,St Andrews RC Church,St Andrews Rc Presbyte Roman Rdbearsdenglasgow,,Thursday,False,False,False,True,,"In-person,Newcomer,Open",,bearsden-acceptance-is-the-answer,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
0b5151c5-67af-50fa-b41b-e624d4d5c26f,Burgher Street Wednesdays,20:00,1hr 30mins,,0,0,Church Of The Nazarene,2 Other Meetings At This Location,,Wednesday,False,False,False,True,,"In-person,Newcomer,Open",,burgher-street-wednesdays,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
aa18e286-3c45-54b0-a49d-f5a9d1ab4bd5,C.A. Irish Common Solution,21:00,,US0 2WE,0,0,Online: Https://Us02web.Zoom.Us/J/6559852818?Pwd=Nu9vc052nktmtgvkwwxiwjzlesttut09,Online: Https://B.Zoom.Us/J/6559852818?Pwd=Nu9vc052nktmtgvkwwxiwjzlesttut09,,Wednesday,False,False,False,False,,Beginners / Newcomers Meeting,,,All Ireland,,0,All,Region,Ireland,Cocaine Anonymous,CA,False
75b4d4f6-c3a1-5424-8472-8f9a13895896,Clonmel Thus We Grow,,,E91H K51,52.3548395,-7.7025181,Red Door,"Place4u, 25 Gladstone Street, Clonmel, Co. Tipperary",,Wednesday,False,False,False,False,,Beginners / Newcomers Meeting,,,Co. Tipperary,Republic of Ireland,0,All,Region,Ireland,Cocaine Anonymous,CA,False
d595534f-6b83-5dbe-bb3f-330720474d3e,EK Saturday Morning,,,G74 4HG,55.765652,-4.172878,The Village Centre (Downstairs),12 Maxwell Drive,,Saturday,False,False,False,True,,"In-person,Newcomer,Open",,ek-saturday-morning,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
026db4e7-31cd-522b-86be-6d83ae17a2fe,Friday CA Meeting,,,ZE1,60.1652292,-1.1893921,The Recovery Hub,Pitt Lnlerwickshetland,,Friday,False,False,False,True,,"In-person,Newcomer,Open",,friday-ca-meeting,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
5d14f933-7044-57d7-b6e4-0dafc8700195,Happy Mondays Glasgow,19:30,1hr 15mins,,0,0,St Paul's Church,1 Other Meeting At This Location,,Monday,False,False,False,True,,"In-person,Newcomer,Open",,happy-mondays-glasgow,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
b4411fed-0896-5a3a-9477-9c1e5667265a,Irvine Mondays,19:30,1hr 30mins,,0,0,Fullerton Connections,1 Other Meeting At This Location,,Monday,False,False,False,True,,"In-person,Newcomer,Open",,irvine-mondays,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
ee0edac9-66cb-5334-b261-b0bde306d002,Keep It Simple,,,ML1 2LT,55.772241,-3.965247,Isa Money Centre,"Muirhouse Rd, Muirhouse",,Tuesday,False,False,False,True,,"In-person,Newcomer,Open,Step Meeting",,keep-it-simple,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
142b263d-72d8-502a-adcb-bdfe06f0f3ca,Late Night Friday Burgher Street,21:45,"1hr ",,0,0,Church Of The Nazarene,2 Other Meetings At This Location,,Friday,False,False,False,True,,"In-person,Newcomer,Open",,late-night-friday-burgher-street,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
fffbd0af-4af8-5ef8-b3fc-6f285808e35d,Newcomers Meeting,19:30,1hr 30mins,,0,0,EACHA,1 Other Meeting At This Location,,Thursday,False,False,False,True,,"In-person,Newcomer,Open",,newcomers-meeting,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
15aea0d0-3e56-56d5-9463-028481a27248,Noon In Dunoon,,,PA23 7NS,55.951242,-4.928907,The Recovery Corner,93 John Stdunoon,,Sunday,False,False,False,False,,In-person,,noon-on-dunoon,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
a3c622e1-b19c-58c8-b841-60e1cdd87068,Serene Sunday Big Book Study,13:30,1hr 30mins,,0,0,The Fullerton Hub,1 Other Meeting At This Location,,Sunday,False,False,False,True,,"In-person,Big Book,Newcomer,Open",,serene-sunday-big-book-study,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
d2eef5f0-0c12-5df1-8a4f-61f05832680f,Serenity Step Sisters,,,,0,0,EACHA,1 Other Meeting At This Location,,Sunday,False,False,False,False,,"In-person,Closed,English,Women",,serenity-step-sisters,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
33c69364-502d-5627-b10c-80d928de041a,Shettleston Tuesdays - There Is A Solution,20:00,1hr 30mins,,0,0,St Paul's Church,1 Other Meeting At This Location,,Tuesday,False,False,False,True,,"In-person,Newcomer,Open",,shettleston-tuesdays-there-is-a-solution,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
c0178d38-cdb5-565d-afe0-d3cb5c8676f3,Springburn - Spring In Your Step Newcomers Meeting,,,G21 1TU,55.882246,-4.229467,Springburn Parish Church,180 Springburn Way,,Saturday,False,False,False,False,,"In-person,Newcomer",,springburn-spring-in-your-step-newcomers-meeting,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
16fa9269-c6e1-5457-a1eb-190e8d1a6b49,T-Total Tuesdays,,,KA20 3NB,55.633314,-4.753545,Ardeer Community Centre,23 Shore Rd,,Tuesday,False,False,False,True,,"In-person,Newcomer,Open",,t-total-tuesdays,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
c34b1f63-e402-58b0-9e5c-bf01beb930e9,The Lift Is Broken (Take The Steps),20:00,1hr 30mins,,0,0,The Fullerton Hub,1 Other Meeting At This Location,,Tuesday,False,False,False,True,,"In-person,Newcomer,Open",,the-lift-is-broken-take-the-steps,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
e79e54e1-1d2e-53e1-a3ad-b45fa60d0934,The Monday Club - Step Meeting,13:00,"1hr ",,0,0,Church Of The Nazarene,2 Other Meetings At This Location,,Monday,False,False,False,True,,"In-person,Newcomer,Open,Step Meeting",,the-monday-club-step-meeting,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
0a4ed692-5431-5cbd-88c6-13860a49c9c3,The Steps We Took,19:30,1hr 30mins,,0,0,Fullerton Connections,1 Other Meeting At This Location,,Saturday,False,False,False,True,,"In-person,Newcomer,Open",,the-steps-we-took,"
                                        Switch to Districts                                    ",UK,0,"
----------------------------------------switch-to-districts------------------------------------",Region,Scotland,Cocaine Anonymous,CA,False
