Guid,Title,Time,Duration,Postcode,Latitude,Longitude,Venue,Address,What3Words,Day,Hearing,Wheelchair,Chit,Open,OpenFormat,Format,Note,Code,Region,RegionArea,RegionAreaOrder,RegionIdentifier,RegionIdentifierType,Country,MeetingType,MeetingTypeNamespace,ScrapedDetails
2a1c7b40-4cf8-59b7-8bf3-3f3a8fb0fe2b,Luxembourg,19:30,,L1 617,0,0,Home St Joseph,"1St Floor,35 Rue De Gasperich.",prosecuted.amplification.showings,Tuesday,False,False,False,True,All mtgs 'open'.,,Face to face meeting until further notice on a week by week basis.,12042,,,0,,,England,Alcoholics Anonymous,AA,True
ec2c29bb-af54-5fcf-960f-d317ce0c48f6,Lye,,,DY9 8BQ,52.463514,-2.115167,Atlantic House,Dudley Rd,grit.strain.stove,Monday,False,True,True,True,All mtgs 'open'.,,Chit system available. No mtgs held on Bank Holidays.,13068,Black Country,Midlands,3,72,Intergroup,England,Alcoholics Anonymous,AA,True
97a6f442-b2f9-5016-a4a5-bdb5d6cf0991,Nottingham Sherwood,11:30,1hr,,0,0,Methodist Church,"Devon Drive,Sherwood",prosecuted.amplification.showings,Tuesday,False,False,False,True,All mtgs 'open'.,,,9231,Nottinghamshire or Leicestershire,Midlands,3,58,Intergroup,England,Alcoholics Anonymous,AA,True
99fdb41b-95e6-57a1-bc68-423531883283,One Day At A Time Big Book Study Online,,,,39.5116589,-9.1342753,Hosted From Sao Martinho Do Porto,Portugal ID: 196406401 PW: Promises,onboard.artichokes.fellowships,Wednesday,False,False,False,False,,,,16924,,,0,,,England,Alcoholics Anonymous,AA,True
7145a2fb-12e3-59fa-9d90-8c874bbbdb61,Popup Recovery Daily Meeting Online,10:30,1hr 45mins,,0,0,Zoom Meeting ID: 571 853 2196 Passcode: 193535 Https://Us02web.Zoom.Us/J/5718532196?Pwd=Wgu4dlpqruplv1r5q0dot3ltauxwdz09,Zoom Meeting ID: 571 853 2196 Passcode: 193535Https://Us02web.Zoom.Us/J/5718532196?Pwd=Wgu4dlpqruplv1r5q0dot3ltauxwdz09,prosecuted.amplification.showings,Saturday,False,False,False,True,All mtgs 'open'.,,Email: popuprecovery@outlook.com,17422,,,0,,,England,Alcoholics Anonymous,AA,True
032e81b6-72f2-523c-ba59-5fd69cec57f6,Romford Serenity,,,RM7 0PH,51.564977,0.184353,YMCA,Rush Green Rd,brands.stay.avoid,Saturday,False,True,False,True,All mtgs 'open'.,,,12816,North Thames,Eastern,2,37,Intergroup,England,Alcoholics Anonymous,AA,True
6641510f-17e0-54da-baf0-645305be9072,Rutherglen,,,G73 1JQ,55.829668,-4.223405,Rutherglen West & Wardlawhill Church,1 Weston Ave,mimic.meals.danger,Tuesday,False,True,False,True,All mtgs 'open'.,,,10548,Glasgow East,Glasgow,14,101,Intergroup,Scotland,Alcoholics Anonymous,AA,True
2b41758c-a01d-5b51-a6fa-bd51a0e3119a,Southampton Step,,1hr 30mins,SO15 5LG,50.922934,-1.432295,Shirley Baptist Church,"Keeble Centre,Church St",stir.hunter.locate,Thursday,False,False,False,False,,,,8535,Solent,South East,6,48,Intergroup,England,Alcoholics Anonymous,AA,True
b2fbb7e8-a5fb-5740-a927-3a523c106d11,Stansted Mixed Topic Womens,,,CM24 8AQ,51.903373,0.194756,Stansted Day Centre,Crafton Green House,bulldozer.vacancies.flamingo,Sunday,True,True,False,False,,,,16186,East Herts or West Essex,Eastern,2,40,Intergroup,England,Alcoholics Anonymous,AA,True
1721b6ce-dfd3-5dd3-ada4-23f3efc0df45,Uddingston Joe & Charlie Audio Big Book Study,19:30,1hr 30mins,G71 7PE,0,0,The Castle Rooms,63 Old Mill Rd,prosecuted.amplification.showings,Monday,False,True,False,False,,,,14225,Lanarkshire,Scotland,10,107,Intergroup,Scotland,Alcoholics Anonymous,AA,True
2ba0942c-3e02-510a-b7fa-fdfdc13607b9,CA Cabra,20:00,,,0,0,Christ The King Catholic Church,,prosecuted.amplification.showings,Monday,False,False,False,False,,,,,All,UK,0,All,Region,Republic of Ireland,Cocaine Anonymous,CA,False
ddfb0348-9514-58e1-a86a-f8cce4e6c393,CA Dun Laoghaire ,19:30,,,0,0,The D.R.O.P ,45 Georges,prosecuted.amplification.showings,Thursday,False,False,False,False,,,,,All,UK,0,All,Region,Republic of Ireland,Cocaine Anonymous,CA,False
7dec63b3-c8c6-56aa-81b6-0ce607b8eacc,CA Galway,20:00,,,0,0,CROI NUA,"Taylor's Hill Road, Rosary Road",prosecuted.amplification.showings,Wednesday,False,False,False,False,,,,,All,UK,0,All,Region,Republic of Ireland,Cocaine Anonymous,CA,False
303096b1-2186-58bc-853b-27211884cd69,CA Limerick,20:00,,,0,0,The Life Centre,Henry Street,prosecuted.amplification.showings,Monday,False,False,False,False,,,,,All,UK,0,All,Region,Republic of Ireland,Cocaine Anonymous,CA,False
e9148c11-e3ea-5655-8514-43a2e0395e1f,CA Limerick,20:00,,,0,0,The Life Centre,Henry Street,prosecuted.amplification.showings,Thursday,False,False,False,False,,,,,All,UK,0,All,Region,Republic of Ireland,Cocaine Anonymous,CA,False
